author,updated_at,like_count,text,video_id,public,language,translated_text,is_relevant,char_count,word_count,sentence_count,TweetNLP,RoBERTa,BERT_NLP,Emotion,Vader
@GetYossedLol,2018-07-19T12:08:58Z,0,Great job explaining! Never wondered that it could all be a death dream. Really got me curious.,NXhdt1R6TYE,True,en,Great job explaining! Never wondered that it could all be a death dream. Really got me curious.,True,95,17,3,1,1,1,joy,1
@chandlerthornton3579,2020-03-09T02:39:16Z,0,If you are even slightly knowledgeable of the concept of space-time and theory of relativity then this movie made perfect sense. Not confusing at all to anyone of even somewhat average intelligence,j3DuONZb3Ik,True,en,If you are even slightly knowledgeable of the concept of space-time and theory of relativity then this movie made perfect sense. Not confusing at all to anyone of even somewhat average intelligence,True,197,32,1,1,1,1,joy,1
@jonp7277,2023-05-06T16:09:24Z,0,This was fantastic!,ASkz5prADQA,True,en,This was fantastic!,True,19,3,1,1,1,1,joy,1
@ceemills,2018-07-23T09:13:23Z,0,This movie was a complete disappointment..silly plot holes everywhere,NXhdt1R6TYE,True,en,This movie was a complete disappointment..silly plot holes everywhere,True,69,9,1,0,-1,-1,sadness,0
@REDSHOTFF669,2025-03-12T10:45:50Z,1,Coopet like messi,VSuF_hK3qMI,True,nb,Cooper like Messi,True,17,3,0,0,0,1,joy,1
@barshansahoo4328,2024-12-04T19:25:54Z,0,There is no subtitles 😭,4f9V-8BHONo,True,en,There is no subtitles 😭,True,23,5,0,0,-1,-1,sadness,-1
@michaelhead1879,2018-11-21T06:07:03Z,0,i kind of wish they would have an interstellar 2 to show what happens to the new planet,NXhdt1R6TYE,True,en,i kind of wish they would have an interstellar 2 to show what happens to the new planet,True,87,18,0,0,0,0,anticipation,1
@Mitanhal,2024-12-16T16:25:07Z,0,Why didn't send TARS? Instead they waste 23 years of human life.,NXhdt1R6TYE,True,en,Why did not send TARS? Instead they waste 23 years of human life.,True,65,13,2,0,-1,-1,disgust,-1
@fouadbenrezzak8398,2023-08-22T12:30:45Z,94,There's good movies and then there's interstellar,Et9cKWWZ0LM,True,en,there is good movies and then there is interstellar,True,51,9,0,1,1,0,joy,1
@gokulsatheesh6365,2022-07-10T08:54:10Z,2,Bro you have done a great deal of job 🔥,dMl_GhbcP0c,True,en,brother you have done a great deal of job 🔥,True,43,10,0,1,1,1,optimism,1
@DarkShadow-qz9oh,2025-06-16T13:42:29Z,0,So is it normal for ur phone to fall off a desk after the movie and coming home just wondering,j3DuONZb3Ik,True,en,So is it normal for your phone to fall off a desk after the movie and coming home just wondering,True,96,20,0,0,0,0,anticipation,0
@Dexter-nw2fe,2020-03-31T05:23:32Z,0,"""Finally explained"" like some new info came out/was said by the director or story weitters etc butnope just revaped the whole movie we already saw and understood a thousand times. Channel didnt even realize edmunds civilization is ""them""",j3DuONZb3Ik,True,en,"""Finally explained"" like some new info came out/was said by the director or story weitters etc butnope just revaped the whole movie we already saw and understood a thousand times. Channel didnt even realize edmunds civilization is ""ththem""",True,239,38,1,0,-1,-1,anticipation,1
@kstephen126,2023-04-07T21:11:46Z,2,"Eric this was easily my favorite video you have ever done. I didn't think it was possible but you found even more ways to look and love this truly underrated movie. Congrats man, this was worth the wait",ASkz5prADQA,True,en,"Eric this was easily my favorite video you have ever done. I did not think it was possible but you found even more ways to look and love this truly underrated movie. congratulations man, this was worth the wait",True,210,39,2,1,1,1,joy,1
@hcfgaming401,2021-12-17T06:16:30Z,0,Time to go watch this movie again! For the twelfth time...,j3DuONZb3Ik,True,en,Time to go watch this movie again! For the twelfth time...,True,58,11,2,1,1,1,joy,0
@Twinturboh6,2020-04-11T16:35:01Z,0,Still the best space movie ever,j3DuONZb3Ik,True,en,Still the best space movie ever,True,31,6,0,1,1,1,joy,1
@soyyo4154,2020-05-03T08:33:51Z,0,I need another Video to explain this Video. 🥺,j3DuONZb3Ik,True,en,I need another Video to explain this Video. 🥺,True,45,9,1,0,0,-1,anticipation,0
@ഗില്ലിസൂര്യസൂര്യഗില്ലിഡാ,2023-07-25T05:27:18Z,0,23 വർഷം അയാൾക്ക് അവിടെ ഇരുന്ന് ബോർ അടിച്ചു കാണുമല്ലോ? അതോ ഇടയ്ക്ക് അയാൾ ഭൂമിയിൽ ഒക്കെ പോയിട്ട് വന്നോ 🤣🤣,VSuF_hK3qMI,True,ml,"That guy sitting there for 23 years, wouldn’t he get bored? Or did he go back to Earth and come back? 🤣🤣",True,104,22,2,0,-1,-1,joy,1
@KeithC.H.9959,2021-01-11T16:46:27Z,0,"Ok NASA looks to the stars,but wheres every other space study organization? the world isn't MERICA you know",j3DuONZb3Ik,True,en,"okay NASA looks to the stars,but wheres every other space study organization? the world is not MERICA you know",True,110,19,1,0,0,0,disgust,1
@MrAaronvee,2022-05-19T12:32:09Z,0,Quasi-religious drivel.,j3DuONZb3Ik,True,en,Quasi-religious drivel.,True,23,2,1,0,-1,-1,disgust,0
@mistercohaagen,2026-01-01T10:34:21Z,0,"Imagine loving Interstellar, and then not empathizing with someone who watches 23 years of his family's life go by without him being any part of it... in some punitive prison where rehabilitative options exist, yet go unvoted for due to the rich weaponizing religious language against poor people.",Et9cKWWZ0LM,True,en,"Imagine loving Interstellar, and then not thempathizing with someone who watches 23 years of his family's life go by without him being any part of it... in some punitive prison where rehabilitative options exist, yet go unvoted for due to the rich weaponizing religious language against poor people.",True,299,48,2,0,-1,-1,anger,-1
@alanhilton3611,2018-07-27T21:06:13Z,0,ER......thanks anyway buddy but I get it ok......I get it.,NXhdt1R6TYE,True,en,ER......thanks anyway buddy but I get it okay......I get it.,True,60,10,3,1,1,0,joy,0
@adamsifford6228,2021-10-25T22:14:08Z,0,If you are up you can see 4D js.,R1cexcjdyIE,True,en,If you are up you can see 4D just saying.,True,41,10,1,0,0,0,anticipation,0
@sharonbartley808,2020-06-08T04:06:46Z,0,They didn't acknowledge him because they couldn't see him because he was a ghost. But she could see him as she was near death.,NXhdt1R6TYE,True,en,They did not acknowledge him because they could not see him because he was a ghost. But she could see him as she was near death.,True,128,26,2,0,-1,0,sadness,-1
@looney76,2025-12-21T01:09:51Z,0,"Spoken audio is a problem in all of Nolan’s movies, and it’s annoying. I’ve heard his reasoning multiple times, but I don’t agree with it. I want to hear what’s being said, if he didn’t want us to hear it then the attention shouldn’t be on the speaker, because all it does is cause aggravation, not mystery",iWrFVvEgFYI,True,en,"Spoken audio is a problthem in all of Nolan’s movies, and it’s annoying. I’ve heard his reasoning multiple times, but I denial of normal’t agree with it. I want to hear what’s being said, if he didn’t want us to hear it then the attention shouldn’t be on the speaker, because all it does is cause aggravation, not mystery",True,321,59,2,0,-1,-1,anger,1
@Solsticepoli9726,2024-12-11T06:10:43Z,0,Mercury isn’t tidally locked?,4f9V-8BHONo,True,en,Mercury isn’t tidally locked?,True,29,4,1,0,0,-1,disgust,0
@orujinn2977,2020-06-13T04:15:21Z,3,Tnx❣️❣️,qOngRXgUTN4,True,vi,Thanks❣️❣️,True,10,1,0,1,1,1,joy,1
@RajeshAcharya-or6fy,2023-07-24T17:12:11Z,1,U are wrong when u said Cooper visited earth to meet his daughter they actually meet near saturn,XiDFc5aIqFg,True,en,you are wrong when you said Cooper visited earth to meet his daughter they actually meet near saturn,True,100,18,0,0,-1,-1,anger,-1
@emptylikebox,2025-12-26T19:31:12Z,1,"i'm gonna need chris to revisit this movie and do a new review. please!!!! after 10 years, i changed my mind and think it's the best christopher nolan film. he should have won best director for this over oppenheimer. please like if you all want chris to revisit this movie again.",BHsFzDON6pA,True,en,"I am going to need chris to revisit this movie and do a new review. please!!!! after 10 years, i changed my mind and think it is the best christopher nolan film. he should have won best director for this over oppenheimer. please like if you all want chris to revisit this movie again.",True,284,54,5,1,1,1,anticipation,1
@ushoys,2021-04-09T16:51:17Z,1,I had to have subtitles turned on for the whole movie due to Cooper’s constant mumbling.,j3DuONZb3Ik,True,en,I had to have subtitles turned on for the whole movie due to Cooper’s constant mumbling.,True,88,16,1,0,-1,0,disgust,0
@WOHBuckeye,2018-11-03T06:42:16Z,0,"Nolan isn’t afraid to slap you right in the face with exposition to keep the viewer on track and you can see this throughout his other movies. I think people are getting tied up in knots over interstellar because of the ending to Inception which was perfectly visual and screams YOU WONT KNOW WHAT REALLY HAPPENED EAT THAT. I think he lays this out plain due to the reaction to Inception, and while they may be too nice a bow for some people (even though you don’t know whether he reunited with Brand and the fact he returns from a few days work to find his preteen daughter to be elderly and in hospice), I think the story’s intent is pretty clear.",NXhdt1R6TYE,True,en,"Nolan isn’t afraid to slap you right in the face with exposition to keep the viewer on track and you can see this throughout his other movies. I think people are getting tied up in knots over interstellar because of the ending to Inception which was perfectly visual and screams YOU WONT KNOW WHAT REALLY HAPPENED EAT THAT. I think he lays this out plain due to the reaction to Inception, and while they may be too nice a bow for some people (even though you denial of normal’t know whether he reunited with Brand and the fact he returns from a few days work to find his preteen daughter to be elderly and in hospice), I think the story’s intent is pretty clear.",True,662,124,3,0,0,1,anticipation,1
@mollari2261,2018-12-30T03:47:01Z,9,2:18 You forget that the robot CASE was also still “alive” at this point in the film. He was running the Gargantua-slingshot maneuver. You also see him at the end on Edmunds’ Planet with Dr. Brand.,kcVdY-PKHdk,True,en,You forget that the robot CASE was also still “alive” at this point in the film. He was running the Gargantua-slingshot maneuver. You also see him at the end on Edmunds’ Planet with Dr. Brand.,True,192,35,4,0,0,1,anticipation,-1
@wavingdragon,2023-05-16T02:48:28Z,0,"What if Cooper makes an evil grin and says, ""Let's make that 76 percent."" How would TARS respond?",ASkz5prADQA,True,en,"What if Cooper makes an evil grin and says, ""let us make that 76 percent."" How would TARS respond?",True,98,19,2,0,0,-1,anger,-1
@matthewwakeling4978,2024-10-16T12:16:34Z,0,"This was my main objection to the film - it'd be impossible for the spacecraft to approach and land on that planet, because it'd need on the order of as much energy as it would take to achieve that level of time dilation just moving really fast in a straight line. You'd have to convert 99% of the spacecraft mass to pure energy just to travel there. We don't have that technology, and we likely won't for an extraordinarily long time.",JZ9qjB2PVuE,True,en,"This was my main objection to the film - it would be impossible for the spacecraft to approach and land on that planet, because it would need on the order of as much energy as it would take to achieve that level of time dilation just moving really fast in a straight line. you would have to convert 99% of the spacecraft mass to pure energy just to travel there. We do not have that technology, and we likely will not for an extraordinarily long time.",True,451,86,3,0,-1,-1,anticipation,1
@michaellalli7693,2023-06-26T02:24:45Z,0,Nice try for the climate change nazi’s - crock of shit,I1AXx1XmQrc,True,en,Nice try for the climate change nazi’s - crock of shit,True,54,11,0,0,-1,1,anger,-1
@HR1A554,2022-11-21T12:15:30Z,0,its the music man its always the music that gets me,j3DuONZb3Ik,True,en,its the music man its always the music that gets me,True,51,11,0,1,1,1,joy,0
@NgaNgaody,2020-09-02T08:53:37Z,1,Actually this is a really good video 💯 would recommend it to others who didn't understand interstellar,qhW1HfSuPVQ,True,en,Actually this is a really good video 💯 would recommend it to others who did not understand interstellar,True,103,18,0,1,1,1,joy,1
@shubhamgupta9553,2025-03-20T20:31:08Z,0,Too good,NC78S8jNy4g,True,so,Too good.,True,9,2,1,1,1,-1,sadness,1
@nobodyyouknow1065,2025-01-30T03:16:13Z,10,The robots were the best characters and it wasn’t even close.,XD8ycTPJov8,True,en,The robots were the best characters and it wasn’t even close.,True,61,11,1,1,1,1,anticipation,1
@user-oy7fe2gn3t,2023-03-05T06:26:05Z,0,that 1st background music is a banger! anyone know the name?,XiDFc5aIqFg,True,en,that 1st background music is a banger! anyone know the name?,True,60,11,2,1,1,-1,joy,0
@shinadhebrahim8430,2021-04-01T06:44:12Z,17,Cinema kand athishayichavar like adi,dMl_GhbcP0c,True,xh,"If you liked the movie, give it a thumbs up.",True,44,10,1,1,1,0,joy,1
@Theghumakadframe,2025-07-18T13:57:27Z,0,Ye movie jabardast mal fuk ke likhe gaye hai iska wastwaiq zindagi se koi lena dena nahi hai 😂😂,Ibcs3bVtVR8,True,eu,"This movie is written with a lot of crap, it has no actual connection to real life. 😂😂",True,86,18,1,0,-1,-1,anger,1
@GRECO7-q3w,2026-02-21T10:42:35Z,0,e],JqKa6qyVYgg,True,nl,e],True,2,1,0,0,0,1,joy,0
@miniQ-PMA,2021-06-17T19:51:07Z,0,"I am not sure if it makes sense, but, as we can use the various mediums of recording to re-live the past and create a connection, it also feels like we try to move forward in time and pre-live it by imagining and dreaming about the future.",t6kqaip7WS4,True,en,"I am not sure if it makes sense, but, as we can use the various mediums of recording to reply-live the past and create a connection, it also feels like we try to move forward in time and pre-live it by imagining and dreaming about the future.",True,242,47,1,0,0,1,optimism,1
@billionabil,2019-01-25T12:48:57Z,6,"I wonder if I'm guided by my future self, since ""all of time"" is ALL the time..all coexist like different floors on the same building...",kcVdY-PKHdk,True,en,"I wonder if I am guided by my future self, since ""all of time"" is ALL the time..all coexist like different floors on the same building...",True,137,26,2,0,0,1,anticipation,1
@CebOnCars2,2026-03-24T13:34:11Z,4,Now I am even more confused …,bU-pwPhbOTw,True,en,Now I am even more confused …,True,29,7,0,0,-1,-1,fear,-1
@maureenpeterson2070,2022-04-14T13:11:00Z,0,"The whole premise in this movie that black hole that supposedly can suck planets and solar systems into itself, apparently doesn't harm a human body...........................",JqKa6qyVYgg,True,en,"The whole prthemise in this movie that black hole that supposedly can suck planets and solar systthems into itself, apparently does not harm a human body...........................",True,180,26,1,0,-1,-1,anticipation,0
@BADMoeBrown,2024-03-14T11:43:53Z,0,"I wonder why the astronaut in orbit of the planet didnt experience the same time dilatation that the people on the planet did. I mean he is not that far away from them, and is inside the same gravitational field of the black hole. The gravitational field doesn't stop simply because you left the surface, nor does it start when you contact the surface of an object that is in that field. The astronaut in orbit would have to be really really far away from the black hole to not experience the same gravitational effects. To my understanding at least.",CQpTKQloHuI,True,en,"I wonder why the astronaut in orbit of the planet didnt experience the same time dilatation that the people on the planet did. I mean he is not that far away from ththem, and is inside the same gravitational field of the black hole. The gravitational field does not stop simply because you left the surface, nor does it start when you contact the surface of an object that is in that field. The astronaut in orbit would have to be really really far away from the black hole to not experience the same gravitational effects. To my understanding at least.",True,553,101,5,0,0,-1,anticipation,1
@JoseFerreira-qx5jh,2020-05-09T18:44:05Z,0,You explains nothing just narrated it,j3DuONZb3Ik,True,en,You explains nothing just narrated it,True,37,6,0,0,0,-1,disgust,0
@andrebrown4152,2021-02-11T14:25:12Z,0,This movie WOULD’VE been amazing... if it were about an hour shorter! 😂,j3DuONZb3Ik,True,en,This movie WOULD’VE been amazing... if it were about an hour shorter! 😂,True,71,13,2,1,1,1,joy,1
@ammarnapata2193,2019-01-04T03:27:42Z,0,Love this movie!,kcVdY-PKHdk,True,en,Love this movie!,True,16,3,1,1,1,1,joy,1
@coolbuddydude1,2015-08-29T01:09:39Z,0,C+,BHsFzDON6pA,True,vi,see+,True,4,1,0,0,0,1,anticipation,0
@aaronmartinez6964,2018-08-06T20:41:22Z,0,Oh had understood the movie just wanted to check out if I missed anything now I’m dying for a second one,qhW1HfSuPVQ,True,en,Oh had understood the movie just wanted to check out if I missed anything now I’am dying for a second one,True,105,21,0,0,0,-1,fear,-1
@fengshuiindia3247,2021-06-09T16:11:56Z,0,അപ്പോൾ നമ്മൾ ഒക്കെ ആരാ 🙄,dMl_GhbcP0c,True,ml,So who are we then? 🙄,True,21,6,1,0,-1,0,anticipation,0
@muhammadshameel2954,2021-03-19T05:18:19Z,1,Nigap parayunna onnum manassilavunna,VSuF_hK3qMI,True,la,I cannot understand anything you are saying.,True,44,7,1,0,-1,-1,anger,0
@Raven-cf5qd,2018-12-14T10:41:27Z,0,"I'm glad that he lived, but what ever happened to his sons son?",NXhdt1R6TYE,True,en,"I am glad that he lived, but what ever happened to his sons son?",True,64,14,1,0,0,0,sadness,1
@N0tTh3MESSIAH,2026-02-10T21:57:49Z,0,"The rules of physics function without an observer. Light, when observed and interacted with, changes its behavior, yes. To understand what is happening/physics, an observer changes the outcome with the process of observation. Limited understanding is a factor that scientists with their fragile ego ignore therefore very often come to a wrong conclusion. In the middle ages, these very smart people thought the earth was flat. Their opinion has changed. The earth is not flat. It is more likely that scientists have no idea about quantum/light behavior and, instead of research, the limited lifespan/understanding forces them to come to a conclusion that is highly likely to be wrong.",9YBpOBIsZoc,True,en,"The rules of physics function without an observer. Light, when observed and interacted with, changes its behavior, yes. To understand what is happening/physics, an observer changes the outcome with the process of observation. Limited understanding is a factor that scientists with their fragile ego ignore therefore very often come to a wrong conclusion. In the middle ages, these very smart people thought the earth was flat. Their opinion has changed. The earth is not flat. It is more likely that scientists have no idea about quantum/light behavior and, instead of research, the limited lifespan/understanding forces ththem to come to a conclusion that is highly likely to be wrong.",True,686,108,8,0,-1,-1,anticipation,-1
@abrahamgomez1619,2020-09-12T16:01:01Z,1,Still waiting for part two damn it !!!,j3DuONZb3Ik,True,en,Still waiting for part two damn it !!!,True,38,8,1,0,0,1,anger,-1
@onepiecephil,2024-12-07T04:25:50Z,0,So brilliant!,4f9V-8BHONo,True,cy,So brilliant!,True,13,2,1,1,1,1,joy,1
@oddoutdoors,2026-03-25T02:46:14Z,0,"Meh, its a wading pool pretending to be the ocean.",9YBpOBIsZoc,True,en,"whatever, its a wading pool pretending to be the ocean.",True,55,10,1,0,0,0,disgust,1
@fastride1934,2023-01-31T20:28:51Z,0,"Its not that good though. Its kinda lame. Just make Mass Effect, instead of this aimless trash book case story. Tenet worked though.",j3DuONZb3Ik,True,en,"Its not that good though. Its kind of lame. Just make Mass Effect, instead of this aimless trash book case story. Tenet worked though.",True,134,24,4,0,-1,-1,anger,-1
@a-oneproductions4283,2022-10-31T23:53:44Z,0,I thought it was an issue with resources as to why copper stayed behind.,j3DuONZb3Ik,True,en,I thought it was an issue with resources as to why copper stayed behind.,True,72,14,1,0,0,-1,disgust,0
@Mystikan,2022-11-16T08:41:55Z,1,"The idea I got from the scenes inside the black hole is this: when you pass the event horizon, all paths lead to the singularity. At no point is it possible to get further away from the singularity, or even to remain at a constant distance from it. This means that the dimension of space in the direction of the singularity becomes timelike, so time as experienced outside the black hole must become spacelike. This means that he can move back and forth through time in the same manner he normally could through a given dimension of space - at least for as long as he has before he becomes spaghettified by proximity to the singularity, which is his inescapable future. So the ""library"" inside the black hole to me represented universal time as a spacelike dimension in which he could move at will, because his formerly spacelike path to the singularity had become his axis of time. This is what enabled him to travel back in time to his daughter's childhood and leave the message ""STAY"" on her bookshelf before he was crushed by the singularity.",j3DuONZb3Ik,True,en,"The idea I got from the scenes inside the black hole is this: when you pass the event horizon, all paths lead to the singularity. At no point is it possible to get further away from the singularity, or even to rthemain at a constant distance from it. This means that the dimension of space in the direction of the singularity becomes timelike, so time as experienced outside the black hole must become spacelike. This means that he can move back and forth through time in the same manner he normally could through a given dimension of space - at least for as long as he has before he becomes spaghettified by proximity to the singularity, which is his inescapable future. So the ""library"" inside the black hole to me represented universal time as a spacelike dimension in which he could move at will, because his formerly spacelike path to the singularity had become his axis of time. This is what enabled him to travel back in time to his daughter's childhood and leave the message ""STAY"" on her bookshelf before he was crushed by the singularity.",True,1048,187,6,0,0,1,anticipation,-1
@nirbhay_raghav,2023-12-15T18:07:23Z,0,"Hate to say this given that this is the deepest dive I have seen on Interstellar. ""Ice clouds are technically correct"". They would not fall because ice has not have any more weight than water given the same volume. It happens even on Earth. I have watched this movie frame by frame for more than 25 times and I fpund so mnay little things and ideas. Amazing video❤",ASkz5prADQA,True,en,"Hate to say this given that this is the deepest dive I have seen on Interstellar. ""Ice clouds are technically correct"". They would not fall because ice has not have any more weight than water given the same volume. It happens even on Earth. I have watched this movie frame by frame for more than 25 times and I fpund so mnay little things and ideas. Amazing video❤",True,364,68,5,1,1,1,joy,1
@JABIR-td8bq,2021-06-25T09:19:17Z,0,Nolante okke oru thala..😧😧Sammathikkanam,qOngRXgUTN4,True,tn,Everyone should agree on Nolante... 😧😧,True,38,6,1,0,0,-1,disgust,-1
@AramisUA,2025-04-26T12:45:29Z,0,"This movie created ""canonical"" look of black-holes in sci-fi and minds of people.",2mUSh5N-gIY,True,en,"This movie created ""canonical"" look of black-holes in sci-fi and minds of people.",True,81,13,1,0,-1,1,anticipation,1
@theattitude,2019-12-30T22:13:41Z,0,Cooper either Died Or warped into an alternative parallel universe. And I still don't know why humans were sent on this mission when robots and drones can perform the interstellar tasks,NXhdt1R6TYE,True,en,Cooper either Died Or warped into an alternative parallel universe. And I still do not know why humans were sent on this mission when robots and drones can perform the interstellar tasks,True,186,32,1,0,-1,0,disgust,-1
@callagoza,2021-08-21T21:50:51Z,0,Isn't the reason for the time dilation on that planet due to the proximity to the black hole?,JqKa6qyVYgg,True,en,is not the reason for the time dilation on that planet due to the proximity to the black hole?,True,94,19,1,0,0,-1,anticipation,0
@daniellively1128,2026-01-25T06:59:27Z,0,The ticking in millers planet hit hard not suspense but realization of the time going by back on earth,iWrFVvEgFYI,True,en,The ticking in millers planet hit hard not suspense but realization of the time going by back on earth,True,102,19,0,0,0,0,anticipation,-1
@JerrryMillion,2024-10-16T01:24:53Z,0,I gave it a C.,Et9cKWWZ0LM,True,en,I gave it a see.,True,16,5,1,0,0,1,anticipation,0
@bioshock1778,2023-09-29T04:15:52Z,0,Corn juice sounds sweet and bland at the same time,zBNKrja8dyY,True,en,Corn juice sounds sweet and bland at the same time,True,50,10,0,0,0,-1,sadness,1
@mupicap7927,2018-04-08T22:00:21Z,0,"Nolan with his movie not playing with ur heart i guess,, he playing with ur mind,, and there is another Nolan, Denis V. Who always punch ur face through ur heart,,,",BHsFzDON6pA,True,en,"Nolan with his movie not playing with your heart i guess,, he playing with your mind,, and there is another Nolan, Denis V. Who always punch your face through your heart,,,",True,172,31,1,0,-1,-1,anger,1
@ollyvidic8912,2024-10-15T17:56:04Z,0,I can hodl my Crypto's there.,CQpTKQloHuI,True,cy,I can hold my Cryptos there.,True,28,6,1,0,0,1,optimism,0
@andrewdiolosa3861,2026-01-14T00:55:03Z,0,This movie and inception was incredible tenet is dope too oh Memento also ok..... I love all his movies!,iWrFVvEgFYI,True,en,This movie and inception was incredible tenet is dope too oh Mthemento also okay..... I love all his movies!,True,108,19,2,1,1,1,joy,1
@zuhairabaan8462,2021-06-21T17:35:26Z,4,"I just wished to see this movie's review, and it came out as a surprise",VSuF_hK3qMI,True,en,"I just wished to see this movie's review, and it came out as a surprise",True,71,15,0,0,1,1,joy,1
@BoshSoldierCarp,2019-10-09T14:19:43Z,0,The Martian is way better,NXhdt1R6TYE,True,en,The Martian is way better,True,25,5,0,1,1,-1,joy,1
@hayypapi4281,2019-01-26T16:46:41Z,0,I really love this movie plus I’m a fan of astronomy,kcVdY-PKHdk,True,en,I really love this movie plus I’am a fan of astronomy,True,53,11,0,1,1,1,joy,1
@MegaParrotMan,2019-12-16T21:07:15Z,0,I'd hate this guy behind me in a movie theatre.,R1cexcjdyIE,True,en,I would hate this guy behind me in a movie theatre.,True,51,11,1,0,-1,-1,anger,-1
@emf321,2023-05-30T21:57:10Z,0,"Have you ever watched Triangle, by Christopher Smith? Wonder what a deep dive in that movie would look like!?!",ASkz5prADQA,True,en,"Have you ever watched Triangle, by Christopher Smith? Wonder what a deep dive in that movie would look like!?!",True,110,19,2,0,0,-1,anticipation,1
@മാഹിർ,2021-04-15T18:28:23Z,0,മികച്ച വിവരണം.,VSuF_hK3qMI,True,ml,Great explanation.,True,18,2,1,1,1,1,joy,1
@zwonsinskidmoru4556,2019-10-23T23:33:25Z,4,The film was a masterpiece 💯,NXhdt1R6TYE,True,en,The film was a masterpiece 💯,True,28,6,0,1,1,1,joy,1
@Billy-hj1nl,2024-09-23T14:53:30Z,0,"No, I haven't seen it.",JZ9qjB2PVuE,True,nl,"No, I have not seen it.",True,23,6,1,0,0,-1,sadness,0
@mepizzasmangled,2017-09-01T14:04:37Z,0,amazing,t6kqaip7WS4,True,zu,Amazing,True,7,1,0,1,1,1,joy,1
@StayTunedGetinTuneStupid,2024-04-09T06:41:05Z,0,So good. I really need to rewatch soon. It’s been a few years and i absolutely love this movie,zBNKrja8dyY,True,en,So good. I really need to rewatch soon. It’s been a few years and i absolutely love this movie,True,94,19,2,1,1,1,joy,1
@nidhishmanakkattil8557,2021-03-28T20:17:46Z,2,Ith explain cheyan ee cinimayekal time venam😅😅.,VSuF_hK3qMI,True,zu,This movie needs time to explain it 😅😅.,True,39,8,1,0,0,0,anticipation,1
@anishmilano3268,2021-05-18T12:16:42Z,4,കിളിപോയി ...മണിച്ചിത്രത്താഴ് വരെ പിടിക്കും ...ഇതൊന്നും പറ്റൂല്ല 😇😇😇 നല്ല അവതരണം 👌👍,dMl_GhbcP0c,True,ml,The parrot has flown away... even the manichitrathazhu will be caught... nothing can compare to this 😇😇😇 great presentation 👌👍,True,126,20,2,1,1,1,joy,1
@Mr2freshhh,2025-12-29T09:09:56Z,0,Nice summary!! I will say you got Murthy’s law wrong: what will happened will happen….,zBNKrja8dyY,True,en,Nice summary!! I will say you got Murthy’s law wrong: what will happened will happen….,True,86,15,2,0,0,1,joy,-1
@amoeba8460,2023-01-29T12:46:10Z,0,I still dont understand this. How the future humans were able to help present humans if Murphy was the one who saved the humanity by the help of her father who got the information from the future humans. If humans were about to be extinct how did they survived without the wormhole put by the future humans.,j3DuONZb3Ik,True,en,I still don't understand this. How the future humans were able to help present humans if Murphy was the one who saved the humanity by the help of her father who got the information from the future humans. If humans were about to be extinct how did they survived without the wormhole put by the future humans.,True,308,57,3,0,-1,-1,anticipation,1
@mastuerzo8559,2017-09-20T14:03:55Z,0,I love the film but the music is despicable.,t6kqaip7WS4,True,en,I love the film but the music is despicable.,True,44,9,1,0,-1,1,anger,1
@bubbaseeds,2021-08-25T05:34:37Z,1,I must a t mention that my grandfather discovered this. I have the original equipment used in the experiment.,JqKa6qyVYgg,True,en,I must a t mention that my grandfather discovered this. I have the original equipment used in the experiment.,True,109,19,2,0,0,1,anticipation,1
@danielcrowley9933,2014-11-05T22:17:39Z,0,You HAVE to see it in IMAX!,BHsFzDON6pA,True,en,You HAVE to see it in IMAX!,True,27,7,1,1,1,1,anticipation,0
@jamesramirez1413,2022-01-19T15:52:53Z,1,What would happen if a Person in Miller's Planet and a Person in Earth? How would they see each other?,JqKa6qyVYgg,True,en,What would happen if a Person in Miller's Planet and a Person in Earth? How would they see each other?,True,102,20,2,0,0,-1,anticipation,0
@aseddon130,2019-08-18T00:08:19Z,1,"Coopers first name is never given, where did you get Joseph from?",NXhdt1R6TYE,True,en,"Coopers first name is never given, where did you get Joseph from?",True,65,12,1,0,0,-1,sadness,0
@raghavchennai,2021-11-24T14:13:38Z,0,Mr Gk. How and why does the clock move slower if travelled at speed of light. Need a clear explanation pls. I understand the light clock experiment but how does the speed affect the clock,4-6zBotsi-s,True,en,Mr Gk. How and why does the clock move slower if travelled at speed of light. Need a clear explanation please. I understand the light clock experiment but how does the speed affect the clock,True,190,35,3,0,0,0,anticipation,1
@03anand,2020-03-22T19:05:57Z,0,You bored me with your .......cheep jokes...,qhW1HfSuPVQ,True,en,You bored me with your .......cheep jokes...,True,44,7,2,0,-1,-1,anger,0
@soysebbaaa,2023-04-09T18:49:02Z,0,By far the best breakdown and by far the best movie of all time. Nolan does not fail. Greetings from Chile 🇨🇱,ASkz5prADQA,True,en,By far the best breakdown and by far the best movie of all time. Nolan does not fail. Greetings from Chile 🇨🇱,True,109,22,2,1,1,1,joy,1
@SuperSaiyan-1000,2021-06-11T20:46:50Z,0,Bro U should do Predestination.😁😁😁,I1AXx1XmQrc,True,en,brother you should do Predestination.😁😁😁,True,40,5,1,0,1,1,anticipation,1
@heaintloveu,2021-04-02T21:42:59Z,0,But why did the humans of the future have to save the humans in the past from the dying earth? They obviously made it off the planet already,j3DuONZb3Ik,True,en,But why did the humans of the future have to save the humans in the past from the dying earth? They obviously made it off the planet already,True,140,28,1,0,0,0,anticipation,1
